"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/cpu.0.cpu_percent","StudyAbroadGPT-7B-continued - system/cpu.0.cpu_percent__MIN","StudyAbroadGPT-7B-continued - system/cpu.0.cpu_percent__MAX","StudyAbroadGPT-7B-continued - system/cpu.1.cpu_percent","StudyAbroadGPT-7B-continued - system/cpu.1.cpu_percent__MIN","StudyAbroadGPT-7B-continued - system/cpu.1.cpu_percent__MAX","StudyAbroadGPT-7B-continued - system/cpu.2.cpu_percent","StudyAbroadGPT-7B-continued - system/cpu.2.cpu_percent__MIN","StudyAbroadGPT-7B-continued - system/cpu.2.cpu_percent__MAX","StudyAbroadGPT-7B-continued - system/cpu.3.cpu_percent","StudyAbroadGPT-7B-continued - system/cpu.3.cpu_percent__MIN","StudyAbroadGPT-7B-continued - system/cpu.3.cpu_percent__MAX"
"115.256737405","11.499999999999488","11.499999999999488","11.499999999999488","57.357357357356996","57.357357357356996","57.357357357356996","2.1084337349401165","2.1084337349401165","2.1084337349401165","33.867735470942016","33.867735470942016","33.867735470942016"
"125.2573158","11.599999999999682","11.599999999999682","11.599999999999682","89.91008991009","89.91008991009","89.91008991009","4.321608040200482","4.321608040200482","4.321608040200482","11.92384769539117","11.92384769539117","11.92384769539117"
"135.257299036","5.205205205206156","5.205205205206156","5.205205205206156","71.40000000000019","71.40000000000019","71.40000000000019","2.60260260260143","2.60260260260143","2.60260260260143","28.95791583166252","28.95791583166252","28.95791583166252"
"145.257018699","74.59999999999951","74.59999999999951","74.59999999999951","24.09999999999939","24.09999999999939","24.09999999999939","6.920762286861951","6.920762286861951","6.920762286861951","2.5100401606424185","2.5100401606424185","2.5100401606424185"
"155.256749934","49.348044132397206","49.348044132397206","49.348044132397206","2.7027027027036254","2.7027027027036254","2.7027027027036254","5.115346038114153","5.115346038114153","5.115346038114153","61.80000000000063","61.80000000000063","61.80000000000063"
"165.256255855","46.04604604604623","46.04604604604623","46.04604604604623","44.19999999999959","44.19999999999959","44.19999999999959","4.914744232698172","4.914744232698172","4.914744232698172","9.31863727454858","9.31863727454858","9.31863727454858"
"175.256350252","1.4985014985012728","1.4985014985012728","1.4985014985012728","53.9460539460549","53.9460539460549","53.9460539460549","2.510040160642561","2.510040160642561","2.510040160642561","46.746746746747434","46.746746746747434","46.746746746747434"
"945.256272106","2.310763189035269","2.310763189035269","2.310763189035269","2.388044171013103","2.388044171013103","2.388044171013103","2.102633496408854","2.102633496408854","2.102633496408854","2.126856934724355","2.126856934724355","2.126856934724355"
"955.256319829","26.199999999998084","26.199999999998084","26.199999999998084","15.61561561561477","15.61561561561477","15.61561561561477","45.44544544544603","45.44544544544603","45.44544544544603","10.85427135678253","10.85427135678253","10.85427135678253"
"965.256176525","23.069306930692882","23.069306930692882","23.069306930692882","47.864945382322794","47.864945382322794","47.864945382322794","18.319838056678822","18.319838056678822","18.319838056678822","18.439716312058614","18.439716312058614","18.439716312058614"
"975.255958728","38.54581673306848","38.54581673306848","38.54581673306848","14.100000000002202","14.100000000002202","14.100000000002202","15.446339017051175","15.446339017051175","15.446339017051175","17.070707070705847","17.070707070705847","17.070707070705847"
"985.25631333","49.900000000000375","49.900000000000375","49.900000000000375","10.50000000000101","10.50000000000101","10.50000000000101","23.8716148445348","23.8716148445348","23.8716148445348","6.788247213779365","6.788247213779365","6.788247213779365"
"995.256685564","3.7037037037045994","3.7037037037045994","3.7037037037045994","88.18818818818957","88.18818818818957","88.18818818818957","1.6048144433268887","1.6048144433268887","1.6048144433268887","12.562814070352271","12.562814070352271","12.562814070352271"
"1005.256419803","75.37537537537447","75.37537537537447","75.37537537537447","34.73895582329163","34.73895582329163","34.73895582329163","21.821821821824006","21.821821821824006","21.821821821824006","20.34587995930626","20.34587995930626","20.34587995930626"
"1015.256084494","27.30923694779191","27.30923694779191","27.30923694779191","57.19999999999983","57.19999999999983","57.19999999999983","13.279678068411465","13.279678068411465","13.279678068411465","11.077235772358138","11.077235772358138","11.077235772358138"
"1035.25681847","15.127309036445613","15.127309036445613","15.127309036445613","23.31165582791393","23.31165582791393","23.31165582791393","24.2363545317971","24.2363545317971","24.2363545317971","15.881763527054831","15.881763527054831","15.881763527054831"
"1045.256581313","4.004004004001588","4.004004004001588","4.004004004001588","72.90000000000072","72.90000000000072","72.90000000000072","11.534603811433758","11.534603811433758","11.534603811433758","14.4578313253017","14.4578313253017","14.4578313253017"
"1055.257094591","16.399999999999864","16.399999999999864","16.399999999999864","22.24448897795586","22.24448897795586","22.24448897795586","1.708542713568316","1.708542713568316","1.708542713568316","64.45783132530146","64.45783132530146","64.45783132530146"
"1065.256736731","11.964107676969295","11.964107676969295","11.964107676969295","33.433433433434104","33.433433433434104","33.433433433434104","5.516549648946084","5.516549648946084","5.516549648946084","67.93206793206726","67.93206793206726","67.93206793206726"
"1075.256451507","1.7000000000004436","1.7000000000004436","1.7000000000004436","28.028028028027546","28.028028028027546","28.028028028027546","1.706827309237672","1.706827309237672","1.706827309237672","73.14629258517036","73.14629258517036","73.14629258517036"
"1085.256971055","1.1022044088166307","1.1022044088166307","1.1022044088166307","46.29999999999987","46.29999999999987","46.29999999999987","1.5075376884431182","1.5075376884431182","1.5075376884431182","54.75475475475366","54.75475475475366","54.75475475475366"
"1095.256660482","41.74174174174243","41.74174174174243","41.74174174174243","32.7983951855564","32.7983951855564","32.7983951855564","2.9999999999995453","2.9999999999995453","2.9999999999995453","40.740740740741415","40.740740740741415","40.740740740741415"
"1105.256989692","38.73873873873988","38.73873873873988","38.73873873873988","61.53846153846154","61.53846153846154","61.53846153846154","2.204408817635255","2.204408817635255","2.204408817635255","1.0030090270803518","1.0030090270803518","1.0030090270803518"
"1115.256701234","74.69999999999858","74.69999999999858","74.69999999999858","25.150300601203973","25.150300601203973","25.150300601203973","3.009027081243267","3.009027081243267","3.009027081243267","1.0030090270826093","1.0030090270826093","1.0030090270826093"
"1125.25660097","12.700000000000106","12.700000000000106","12.700000000000106","70.72927072927074","70.72927072927074","70.72927072927074","2.9058116232483355","2.9058116232483355","2.9058116232483355","28.857715430860488","28.857715430860488","28.857715430860488"
"1135.256249366","4.200000000000633","4.200000000000633","4.200000000000633","97.59999999999985","97.59999999999985","97.59999999999985","2.0060180541607036","2.0060180541607036","2.0060180541607036","3.5140562248987526","3.5140562248987526","3.5140562248987526"
"1145.256498911","88.40000000000119","88.40000000000119","88.40000000000119","11.588411588414425","11.588411588414425","11.588411588414425","2.9087261785353005","2.9087261785353005","2.9087261785353005","1.200000000001155","1.200000000001155","1.200000000001155"
"1155.256783172","31.099999999999","31.099999999999","31.099999999999","69.9398797595191","69.9398797595191","69.9398797595191","1.5045135406227392","1.5045135406227392","1.5045135406227392","0.9027081243723164","0.9027081243723164","0.9027081243723164"
"1165.256597198","76.74650698602863","76.74650698602863","76.74650698602863","10.11011011011001","10.11011011011001","10.11011011011001","21.12112112112058","21.12112112112058","21.12112112112058","11.54618473895643","11.54618473895643","11.54618473895643"
"1175.256394597","48.39999999999918","48.39999999999918","48.39999999999918","52.5","52.5","52.5","1.5060240963864497","1.5060240963864497","1.5060240963864497","1.0030090270803518","1.0030090270803518","1.0030090270803518"
"1185.257222337","38.323353293413824","38.323353293413824","38.323353293413824","48.79759519038075","48.79759519038075","48.79759519038075","2.0040080160324703","2.0040080160324703","2.0040080160324703","15.11511511511501","15.11511511511501","15.11511511511501"
"1195.256787962","51.50300601202385","51.50300601202385","51.50300601202385","52.5525525525537","52.5525525525537","52.5525525525537","11.69999999999872","11.69999999999872","11.69999999999872","3.009027081243267","3.009027081243267","3.009027081243267"
"1205.256495916","24.849699398797732","24.849699398797732","24.849699398797732","72.5","72.5","72.5","5.020080321285122","5.020080321285122","5.020080321285122","1.1033099297906424","1.1033099297906424","1.1033099297906424"
"1215.256193549","61.238761238761505","61.238761238761505","61.238761238761505","38.461538461537586","38.461538461537586","38.461538461537586","3.0060120240477035","3.0060120240477035","3.0060120240477035","1.0999999999987153","1.0999999999987153","1.0999999999987153"
"1225.256586583","36.02794411177551","36.02794411177551","36.02794411177551","74.77477477477441","74.77477477477441","74.77477477477441","4.919678714859511","4.919678714859511","4.919678714859511","2.610441767068232","2.610441767068232","2.610441767068232"
"1235.256320022","85.20000000000016","85.20000000000016","85.20000000000016","14.100000000000252","14.100000000000252","14.100000000000252","3.3099297893690003","3.3099297893690003","3.3099297893690003","1.2036108324986476","1.2036108324986476","1.2036108324986476"
"1245.256553963","63.63636363636343","63.63636363636343","63.63636363636343","37.59999999999991","37.59999999999991","37.59999999999991","1.7034068136257412","1.7034068136257412","1.7034068136257412","0.7014028056105992","0.7014028056105992","0.7014028056105992"
"1255.256848122","65.60000000000095","65.60000000000095","65.60000000000095","34.934934934934994","34.934934934934994","34.934934934934994","6.024096385541371","6.024096385541371","6.024096385541371","11.41141141140984","11.41141141140984","11.41141141140984"
"1265.256065609","77.5","77.5","77.5","17.917917917917535","17.917917917917535","17.917917917917535","7.422266800403386","7.422266800403386","7.422266800403386","1.1011011011023748","1.1011011011023748","1.1011011011023748"
"1275.256456516","5.705705705705063","5.705705705705063","5.705705705705063","80","80","80","1.7000000000006887","1.7000000000006887","1.7000000000006887","16.449348044131078","16.449348044131078","16.449348044131078"
"1285.256531787","64.33566433566494","64.33566433566494","64.33566433566494","3.607214428858903","3.607214428858903","3.607214428858903","3.118712273641356","3.118712273641356","3.118712273641356","46.70000000000073","46.70000000000073","46.70000000000073"
"1295.25651099","34.231536926147626","34.231536926147626","34.231536926147626","1.1000000000012733","1.1000000000012733","1.1000000000012733","1.8018018018024373","1.8018018018024373","1.8018018018024373","66.9669669669682","66.9669669669682","66.9669669669682"
"1305.257239212","26.126126126125698","26.126126126125698","26.126126126125698","61.7999999999989","61.7999999999989","61.7999999999989","1.407035175875858","1.407035175875858","1.407035175875858","14.128256513026846","14.128256513026846","14.128256513026846"
"1315.256965833","16.616616616615524","16.616616616615524","16.616616616615524","6.300000000003078","6.300000000003078","6.300000000003078","9.136546184743894","9.136546184743894","9.136546184743894","86.67334669338524","86.67334669338524","86.67334669338524"
"1325.25653814","1.0989010989023469","1.0989010989023469","1.0989010989023469","32.832832832831","32.832832832831","32.832832832831","1.7051153460365978","1.7051153460365978","1.7051153460365978","68.23176823176912","68.23176823176912","68.23176823176912"
"1335.256966398","0.8008008008023296","0.8008008008023296","0.8008008008023296","46.400000000001","46.400000000001","46.400000000001","1.7051153460365978","1.7051153460365978","1.7051153460365978","54.80000000000018","54.80000000000018","54.80000000000018"
"1345.257129709","10.989010989010339","10.989010989010339","10.989010989010339","64.26426426426347","64.26426426426347","64.26426426426347","4.2338709677426385","4.2338709677426385","4.2338709677426385","38.27655310621453","38.27655310621453","38.27655310621453"
"1355.256461753","64.3","64.3","64.3","29.40000000000055","29.40000000000055","29.40000000000055","8.0160320641275","8.0160320641275","8.0160320641275","2.3999999999956523","2.3999999999956523","2.3999999999956523"
"1365.257381705","37.000000000000455","37.000000000000455","37.000000000000455","63.863863863864076","63.863863863864076","63.863863863864076","1.6080402010035921","1.6080402010035921","1.6080402010035921","0.801603206412095","0.801603206412095","0.801603206412095"
"1375.256502435","87.2999999999996","87.2999999999996","87.2999999999996","13.49999999999909","13.49999999999909","13.49999999999909","3.1093279839535093","3.1093279839535093","3.1093279839535093","1.8072289156677666","1.8072289156677666","1.8072289156677666"
"1385.256594025","42.95704295704384","42.95704295704384","42.95704295704384","30.160320641282418","30.160320641282418","30.160320641282418","14.042126379136324","14.042126379136324","14.042126379136324","29.770229770225193","29.770229770225193","29.770229770225193"
"1395.257478414","65.89999999999934","65.89999999999934","65.89999999999934","1.1988011988046252","1.1988011988046252","1.1988011988046252","1.706827309237672","1.706827309237672","1.706827309237672","34.90471414242886","34.90471414242886","34.90471414242886"
"1405.256760491","54.04595404595577","54.04595404595577","54.04595404595577","17.49999999999625","17.49999999999625","17.49999999999625","3.2096288866615397","3.2096288866615397","3.2096288866615397","29.200000000000724","29.200000000000724","29.200000000000724"
"1415.256454407","4.38247011951381","4.38247011951381","4.38247011951381","76.77677677677796","76.77677677677796","76.77677677677796","12.73821464392789","12.73821464392789","12.73821464392789","24.74949899799622","24.74949899799622","24.74949899799622"
"1425.256479857","1.2012012012068536","1.2012012012068536","1.2012012012068536","46.14614614614633","46.14614614614633","46.14614614614633","1.4056224899630574","1.4056224899630574","1.4056224899630574","54.95495495495397","54.95495495495397","54.95495495495397"
"1435.256811629","1.5000000000009095","1.5000000000009095","1.5000000000009095","83.21678321678294","83.21678321678294","83.21678321678294","1.6048144433327656","1.6048144433327656","1.6048144433327656","18.118118118115692","18.118118118115692","18.118118118115692"
"1445.256590754","11.700000000000728","11.700000000000728","11.700000000000728","88.60000000000076","88.60000000000076","88.60000000000076","4.4088176352667245","4.4088176352667245","4.4088176352667245","13.126252505013408","13.126252505013408","13.126252505013408"
"1455.257369905","1.3999999999987267","1.3999999999987267","1.3999999999987267","58.2164328657308","58.2164328657308","58.2164328657308","1.8018018018046724","1.8018018018046724","1.8018018018046724","42.44244244244324","42.44244244244324","42.44244244244324"
"1465.256690838","1.299999999996603","1.299999999996603","1.299999999996603","71.90000000000055","71.90000000000055","71.90000000000055","1.3078470824960606","1.3078470824960606","1.3078470824960606","29.029029029028298","29.029029029028298","29.029029029028298"
"1475.256445407","60.66066066066096","60.66066066066096","60.66066066066096","33.03303303303407","33.03303303303407","33.03303303303407","3.2934131736519747","3.2934131736519747","3.2934131736519747","21.364092276826145","21.364092276826145","21.364092276826145"
"1485.256653179","34.33433433433344","34.33433433433344","34.33433433433344","65.79999999999927","65.79999999999927","65.79999999999927","2.799999999999727","2.799999999999727","2.799999999999727","1.0030090270825864","1.0030090270825864","1.0030090270825864"
"1495.256160052","27.027027027029117","27.027027027029117","27.027027027029117","43.94394394394363","43.94394394394363","43.94394394394363","1.9076305220888945","1.9076305220888945","1.9076305220888945","31.231231231233952","31.231231231233952","31.231231231233952"
"1505.256645634","42.857142857141234","42.857142857141234","42.857142857141234","34.500000000000455","34.500000000000455","34.500000000000455","7.723169508523268","7.723169508523268","7.723169508523268","32.39719157472581","32.39719157472581","32.39719157472581"
"1515.25684706","1.4000000000032105","1.4000000000032105","1.4000000000032105","99.50000000000045","99.50000000000045","99.50000000000045","1.5045135406205274","1.5045135406205274","1.5045135406205274","1.7051153460365978","1.7051153460365978","1.7051153460365978"
"1525.256996112","1.2012012011956377","1.2012012011956377","1.2012012011956377","54.254254254253695","54.254254254253695","54.254254254253695","1.805416248746831","1.805416248746831","1.805416248746831","46.599999999998545","46.599999999998545","46.599999999998545"
"1535.256493698","5.970149253741102","5.970149253741102","5.970149253741102","69.60000000000036","69.60000000000036","69.60000000000036","10.44176706827269","10.44176706827269","10.44176706827269","32.56513026052098","32.56513026052098","32.56513026052098"
"1545.256294646","1.10441767067949","1.10441767067949","1.10441767067949","76.17617617617684","76.17617617617684","76.17617617617684","1.504513540622808","1.504513540622808","1.504513540622808","24.599999999996935","24.599999999996935","24.599999999996935"
"1555.256597575","1.5015015015023763","1.5015015015023763","1.5015015015023763","40.34034034033867","40.34034034033867","40.34034034033867","1.6048144433349727","1.6048144433349727","1.6048144433349727","60.86086086086324","60.86086086086324","60.86086086086324"
"1565.256451234","8.374875373873607","8.374875373873607","8.374875373873607","62.33766233766163","62.33766233766163","62.33766233766163","8.032128514053822","8.032128514053822","8.032128514053822","39.278557114226835","39.278557114226835","39.278557114226835"
"1575.256007188","8.826479438315813","8.826479438315813","8.826479438315813","60.739260739260956","60.739260739260956","60.739260739260956","1.506024096381953","1.506024096381953","1.506024096381953","32.332332332334026","32.332332332334026","32.332332332334026"
"1585.256039254","29.770229770231577","29.770229770231577","29.770229770231577","8.625877632897867","8.625877632897867","8.625877632897867","4.008016032062754","4.008016032062754","4.008016032062754","61.42284569138374","61.42284569138374","61.42284569138374"
"1595.256694811","5.089820359277049","5.089820359277049","5.089820359277049","64.13586413586346","64.13586413586346","64.13586413586346","4.008016032067026","4.008016032067026","4.008016032067026","37.67535070140264","37.67535070140264","37.67535070140264"
"1605.257205354","16.783216783219324","16.783216783219324","16.783216783219324","1.4014014014046456","1.4014014014046456","1.4014014014046456","11.723446893787749","11.723446893787749","11.723446893787749","81.31868131868197","81.31868131868197","81.31868131868197"
"1615.256494078","100","100","100","2.297702297700262","2.297702297700262","2.297702297700262","1.706827309237672","1.706827309237672","1.706827309237672","1.1011011011023495","1.1011011011023495","1.1011011011023495"
"1625.256578162","28.100000000002723","28.100000000002723","28.100000000002723","11.634904714142952","11.634904714142952","11.634904714142952","1.5060240963797389","1.5060240963797389","1.5060240963797389","62.02404809619282","62.02404809619282","62.02404809619282"
"1635.256371817","43.34334334334356","43.34334334334356","43.34334334334356","67.3999999999986","67.3999999999986","67.3999999999986","3.296703296702498","3.296703296702498","3.296703296702498","4.504504504502782","4.504504504502782","4.504504504502782"
"1645.256866874","57.114228456911896","57.114228456911896","57.114228456911896","44.00000000000346","44.00000000000346","44.00000000000346","1.6032064128309522","1.6032064128309522","1.6032064128309522","1.2036108325031538","1.2036108325031538","1.2036108325031538"
"1655.256593256","26.87312687312578","26.87312687312578","26.87312687312578","64.30000000000064","64.30000000000064","64.30000000000064","11.33400200602342","11.33400200602342","11.33400200602342","1.1022044088144027","1.1022044088144027","1.1022044088144027"
"1665.256260416","90.40000000000006","90.40000000000006","90.40000000000006","15.715715715712578","15.715715715712578","15.715715715712578","9.609609609605632","9.609609609605632","9.609609609605632","2.1063189568687384","2.1063189568687384","2.1063189568687384"
"1675.256321434","43.843843843843615","43.843843843843615","43.843843843843615","56.60000000000082","56.60000000000082","56.60000000000082","2.4072216649951246","2.4072216649951246","2.4072216649951246","1.302605210421933","1.302605210421933","1.302605210421933"
"1685.256086865","91.1088911088903","91.1088911088903","91.1088911088903","7.099999999996139","7.099999999996139","7.099999999996139","4.317269076303561","4.317269076303561","4.317269076303561","1.1044176706817224","1.1044176706817224","1.1044176706817224"
"1695.257764068","27.072927072925808","27.072927072925808","27.072927072925808","52.599999999999916","52.599999999999916","52.599999999999916","9.609609609612022","9.609609609612022","9.609609609612022","28.728728728732477","28.728728728732477","28.728728728732477"
"1705.256735053","41.19999999999851","41.19999999999851","41.19999999999851","1.0020040080196297","1.0020040080196297","1.0020040080196297","1.6080402010035921","1.6080402010035921","1.6080402010035921","59.55955955955904","59.55955955955904","59.55955955955904"
"1715.255984728","34.5691382765542","34.5691382765542","34.5691382765542","0.8024072216688058","0.8024072216688058","0.8024072216688058","1.9057171514548616","1.9057171514548616","1.9057171514548616","66.26626626626663","66.26626626626663","66.26626626626663"
"1725.256589917","51.200000000001175","51.200000000001175","51.200000000001175","2.3023023023002587","2.3023023023002587","2.3023023023002587","4.1206030150783715","4.1206030150783715","4.1206030150783715","59.85985985986135","59.85985985986135","59.85985985986135"
"1735.256787184","17.417417417415614","17.417417417415614","17.417417417415614","8.808808808805543","8.808808808805543","8.808808808805543","1.8054162487376706","1.8054162487376706","1.8054162487376706","76.39999999999873","76.39999999999873","76.39999999999873"
"1745.256436129","61.12224448897693","61.12224448897693","61.12224448897693","39.93993993994136","39.93993993994136","39.93993993994136","1.5075376884430838","1.5075376884430838","1.5075376884430838","1.0999999999967758","1.0999999999967758","1.0999999999967758"
"1755.256398666","42.37288135593305","42.37288135593305","42.37288135593305","55.555555555556055","55.555555555556055","55.555555555556055","8.808808808811683","8.808808808811683","8.808808808811683","10.9327983951908","10.9327983951908","10.9327983951908"
"1765.256674597","16.516516516515512","16.516516516515512","16.516516516515512","84.43113772455071","84.43113772455071","84.43113772455071","1.5030060120249567","1.5030060120249567","1.5030060120249567","1.3999999999965167","1.3999999999965167","1.3999999999965167"
"1775.256019131","65.46906187624708","65.46906187624708","65.46906187624708","30.69999999999936","30.69999999999936","30.69999999999936","6.506506506507264","6.506506506507264","6.506506506507264","1.2024048096181426","1.2024048096181426","1.2024048096181426"
"1785.257047723","6.913827655311156","6.913827655311156","6.913827655311156","96.19619619619729","96.19619619619729","96.19619619619729","13.640922768301905","13.640922768301905","13.640922768301905","1.7051153460388004","1.7051153460388004","1.7051153460388004"
"1795.256740778","55.855855855856085","55.855855855856085","55.855855855856085","41.400000000004056","41.400000000004056","41.400000000004056","5.622489959836763","5.622489959836763","5.622489959836763","1.3052208835352277","1.3052208835352277","1.3052208835352277"
"1805.256811619","13.199999999997688","13.199999999997688","13.199999999997688","45.745745745746106","45.745745745746106","45.745745745746106","2.1105527638194994","2.1105527638194994","2.1105527638194994","42.79999999999916","42.79999999999916","42.79999999999916"
"1815.256441413","74.62537462537554","74.62537462537554","74.62537462537554","11.711711711708144","11.711711711708144","11.711711711708144","11.233701103308547","11.233701103308547","11.233701103308547","20.24048096192363","20.24048096192363","20.24048096192363"
"1825.256282242","34.63463463463418","34.63463463463418","34.63463463463418","19.83967935871758","19.83967935871758","19.83967935871758","6.526104417675841","6.526104417675841","6.526104417675841","44.78957915831659","44.78957915831659","44.78957915831659"
"1835.25633459","70.72927072927034","70.72927072927034","70.72927072927034","30.299999999998832","30.299999999998832","30.299999999998832","1.7051153460410813","1.7051153460410813","1.7051153460410813","1.2036108324964219","1.2036108324964219","1.2036108324964219"
"1845.256511301","58.35835835836042","58.35835835836042","58.35835835836042","41.02306920762597","41.02306920762597","41.02306920762597","3.309929789363031","3.309929789363031","3.309929789363031","1.001001001002343","1.001001001002343","1.001001001002343"
"1855.256485191","37.59999999999991","37.59999999999991","37.59999999999991","70.1596806387224","70.1596806387224","70.1596806387224","7.121364092277013","7.121364092277013","7.121364092277013","4.216867469880233","4.216867469880233","4.216867469880233"
"1865.256688889","86.11388611388706","86.11388611388706","86.11388611388706","13.31331331330893","13.31331331330893","13.31331331330893","3.313253012052016","3.313253012052016","3.313253012052016","1.1022044088143526","1.1022044088143526","1.1022044088143526"
"1875.256972611","36.336336336333666","36.336336336333666","36.336336336333666","64.20000000000171","64.20000000000171","64.20000000000171","2.110552763819403","2.110552763819403","2.110552763819403","0.9018036072158854","0.9018036072158854","0.9018036072158854"
"1885.256728977","28.243512974050656","28.243512974050656","28.243512974050656","11.23370110330906","11.23370110330906","11.23370110330906","5.41624874623618","5.41624874623618","5.41624874623618","74.0740740740755","74.0740740740755","74.0740740740755"
"1895.256126087","1.398601398606847","1.398601398606847","1.398601398606847","68.7687687687669","68.7687687687669","68.7687687687669","1.3078470824960606","1.3078470824960606","1.3078470824960606","32.30000000000018","32.30000000000018","32.30000000000018"
"1905.257711299","30.099999999999007","30.099999999999007","30.099999999999007","67.90000000000191","67.90000000000191","67.90000000000191","4.723618090454691","4.723618090454691","4.723618090454691","0.7021063189584947","0.7021063189584947","0.7021063189584947"
"1915.257044749","50.10020040080151","50.10020040080151","50.10020040080151","61.499999999998636","61.499999999998636","61.499999999998636","3.5070140280551945","3.5070140280551945","3.5070140280551945","3.112449799196228","3.112449799196228","3.112449799196228"
"1925.256905046","60.900000000001455","60.900000000001455","60.900000000001455","39.400000000000546","39.400000000000546","39.400000000000546","1.9076305220866987","1.9076305220866987","1.9076305220866987","1.4014014013973763","1.4014014013973763","1.4014014013973763"
"1935.257322879","23.123123123120806","23.123123123120806","23.123123123120806","76.17617617617564","76.17617617617564","76.17617617617564","3.0120481927684715","3.0120481927684715","3.0120481927684715","1.3013013013023629","1.3013013013023629","1.3013013013023629"
"1945.25617925","85.94217347956304","85.94217347956304","85.94217347956304","12.699999999999816","12.699999999999816","12.699999999999816","9.547738693469817","9.547738693469817","9.547738693469817","10.63189568706085","10.63189568706085","10.63189568706085"
"1955.256811073","88.38838838838556","88.38838838838556","88.38838838838556","14.999999999998408","14.999999999998408","14.999999999998408","2.006018054165173","2.006018054165173","2.006018054165173","22.367101303911348","22.367101303911348","22.367101303911348"
"1965.257158245","87.91208791208727","87.91208791208727","87.91208791208727","23.290386521308115","23.290386521308115","23.290386521308115","8.599999999996157","8.599999999996157","8.599999999996157","58.958958958960274","58.958958958960274","58.958958958960274"
"1975.256856557","12.925851703406426","12.925851703406426","12.925851703406426","3.803803803804806","3.803803803804806","3.803803803804806","2.9145728643212956","2.9145728643212956","2.9145728643212956","100","100","100"
"1985.256248037","23.82382382382663","23.82382382382663","23.82382382382663","18.018018018017955","18.018018018017955","18.018018018017955","1.506024096388664","1.506024096388664","1.506024096388664","60.39999999999963","60.39999999999963","60.39999999999963"
"1995.257425717","54.254254254256175","54.254254254256175","54.254254254256175","1.3013013012978702","1.3013013012978702","1.3013013012978702","2.3046092184348788","2.3046092184348788","2.3046092184348788","46.04604604604386","46.04604604604386","46.04604604604386"
"2005.25654562","47.647647647648704","47.647647647648704","47.647647647648704","6.506506506509539","6.506506506509539","6.506506506509539","2.3162134944611634","2.3162134944611634","2.3162134944611634","61.0999999999995","61.0999999999995","61.0999999999995"
