"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.memoryAllocatedBytes","StudyAbroadGPT-7B - system/gpu.0.memoryAllocatedBytes__MIN","StudyAbroadGPT-7B - system/gpu.0.memoryAllocatedBytes__MAX"
"485.411307525","7827488768","7827488768","7827488768"
"495.414186389","7827488768","7827488768","7827488768"
"505.411627115","7827488768","7827488768","7827488768"
"515.411643092","7827488768","7827488768","7827488768"
"525.411536543","7827488768","7827488768","7827488768"
"535.411961667","7827488768","7827488768","7827488768"
"545.414903766","7827488768","7827488768","7827488768"
"555.411574335","7827488768","7827488768","7827488768"
"565.411605238","7827488768","7827488768","7827488768"
"575.411886907","7827488768","7827488768","7827488768"
"585.411148157","7827488768","7827488768","7827488768"
"595.411790811","7827488768","7827488768","7827488768"
"605.412844287","7827488768","7827488768","7827488768"
"615.410959963","7827488768","7827488768","7827488768"
"625.411152162","7827488768","7827488768","7827488768"
"635.41115456","7827488768","7827488768","7827488768"
"645.411396866","7827488768","7827488768","7827488768"
"655.411215965","7827488768","7827488768","7827488768"
"665.411447617","7827488768","7827488768","7827488768"
"675.411708735","7829585920","7829585920","7829585920"
"685.413250269","7829585920","7829585920","7829585920"
"695.415712913","7829585920","7829585920","7829585920"
"705.414790098","7829585920","7829585920","7829585920"
"715.416117331","7829585920","7829585920","7829585920"
"725.41243373","7829585920","7829585920","7829585920"
"735.412204049","7829585920","7829585920","7829585920"
"745.422772159","7829585920","7829585920","7829585920"
"755.41140016","7829585920","7829585920","7829585920"
"765.413200131","7829585920","7829585920","7829585920"
"775.411287526","7829585920","7829585920","7829585920"
"785.413768296","7829585920","7829585920","7829585920"
"795.414209559","7829585920","7829585920","7829585920"
"805.410863026","7829585920","7829585920","7829585920"
"815.418935021","7829585920","7829585920","7829585920"
"825.411161662","7829585920","7829585920","7829585920"
"835.411784927","7829585920","7829585920","7829585920"
"845.411410987","7829585920","7829585920","7829585920"
"855.411450387","7829585920","7829585920","7829585920"
"865.411566001","7829585920","7829585920","7829585920"
"875.411758451","7829585920","7829585920","7829585920"
"885.411256187","7829585920","7829585920","7829585920"
"895.413545923","7829585920","7829585920","7829585920"
"905.414758753","7829585920","7829585920","7829585920"
"915.414766365","7829585920","7829585920","7829585920"
"925.411433485","7829585920","7829585920","7829585920"
"935.416039687","7829585920","7829585920","7829585920"
"945.415146133","7829585920","7829585920","7829585920"
"955.411211883","7829585920","7829585920","7829585920"
"965.410949956","7829585920","7829585920","7829585920"
